"specimen_number","longitude","latitude","elev_prism_m","clim_year","clim_month","ppt_mm","tmin","tave","tmax","clim_date"
"JEPS100507",-120.6667,36.5833,331,1994,10,17.08,9.3,17,24.6,199410
"JEPS100507",-120.6667,36.5833,331,1994,11,32.81,2.7,8.8,14.9,199411
"JEPS100507",-120.6667,36.5833,331,1994,12,19.07,1.6,7,12.4,199412
"JEPS100507",-120.6667,36.5833,331,1995,1,136.54,2.8,8.5,14.2,199501
"JEPS100507",-120.6667,36.5833,331,1995,2,29.59,5.4,10.8,16.2,199502
"JEPS100507",-120.6667,36.5833,331,1995,3,156.96,6.2,11.7,17.3,199503
"JEPS100507",-120.6667,36.5833,331,1995,4,22.27,7.1,14.5,21.9,199504
"JEPS100507",-120.6667,36.5833,331,1995,5,7.74,9.9,17.4,25,199505
"JEPS100507",-120.6667,36.5833,331,1995,6,6.32,12.6,21.3,29.9,199506
"JEPS100507",-120.6667,36.5833,331,1995,7,2.65,15,24.4,33.8,199507
"JEPS100507",-120.6667,36.5833,331,1995,8,0,15.6,25.3,35,199508
"JEPS100507",-120.6667,36.5833,331,1995,9,0,14.1,23.4,32.6,199509
"JEPS100507",-120.6667,36.5833,331,1995,10,0,10.4,19.2,28,199510
"JEPS100507",-120.6667,36.5833,331,1995,11,0.86,8.2,15.6,23.1,199511
"JEPS100507",-120.6667,36.5833,331,1995,12,56.87,5.2,10.7,16.2,199512
"OBI62188",-119.7167,35.0833,695,1981,1,41.92,3.3,10.1,16.8,198101
"OBI62188",-119.7167,35.0833,695,1981,2,23.07,4.7,10.9,17.1,198102
"OBI62188",-119.7167,35.0833,695,1981,3,69.65,5.5,11.1,16.6,198103
"OBI62188",-119.7167,35.0833,695,1981,4,14.89,5.6,13.6,21.6,198104
"OBI62188",-119.7167,35.0833,695,1981,5,1.28,8.7,17.5,26.3,198105
"OBI62188",-119.7167,35.0833,695,1981,6,0,14.2,24.1,34.1,198106
"OBI62188",-119.7167,35.0833,695,1981,7,0,13.8,24.8,35.8,198107
"OBI62188",-119.7167,35.0833,695,1981,8,0,15.1,25.1,35.2,198108
"OBI62188",-119.7167,35.0833,695,1981,9,0,13.2,22.2,31.1,198109
"OBI62188",-119.7167,35.0833,695,1981,10,21.89,6.1,14.3,22.4,198110
"OBI62188",-119.7167,35.0833,695,1981,11,16.64,4.7,12,19.3,198111
"OBI62188",-119.7167,35.0833,695,1981,12,3.04,3.2,9.8,16.5,198112
"OBI62188",-119.7167,35.0833,695,1982,1,46.72,-0.2,6.5,13.3,198201
"OBI62188",-119.7167,35.0833,695,1982,2,19.25,3.8,9.9,16,198202
"OBI62188",-119.7167,35.0833,695,1982,3,96.24,3.6,9.2,14.8,198203
"OBI62188",-119.7167,35.0833,695,1982,4,54.18,4.2,11.3,18.4,198204
"OBI62188",-119.7167,35.0833,695,1982,5,0,6.8,16.5,26.1,198205
"OBI62188",-119.7167,35.0833,695,1982,6,0,10.6,19.3,27.9,198206
"OBI62188",-119.7167,35.0833,695,1982,7,0,14.2,23.6,33,198207
"OBI62188",-119.7167,35.0833,695,1982,8,6.15,13.9,23.7,33.5,198208
"OBI62188",-119.7167,35.0833,695,1982,9,21.79,12.3,20.1,27.8,198209
"OBI62188",-119.7167,35.0833,695,1982,10,19.64,7.3,15.8,24.4,198210
"OBI62188",-119.7167,35.0833,695,1982,11,40.97,3.7,10,16.2,198211
"OBI62188",-119.7167,35.0833,695,1982,12,23.78,1.9,8,14,198212
"OBI62188",-119.7167,35.0833,695,1983,1,81.98,0.6,7.7,14.7,198301
"OBI62188",-119.7167,35.0833,695,1983,2,52.93,4,9.6,15.3,198302
"OBI62188",-119.7167,35.0833,695,1983,3,66.76,4.5,10.1,15.6,198303
"OBI62188",-119.7167,35.0833,695,1983,4,22.57,3.2,9.7,16.1,198304
"OBI62188",-119.7167,35.0833,695,1983,5,3.38,7.2,16.4,25.7,198305
"OBI62188",-119.7167,35.0833,695,1983,6,0,10.1,20,29.9,198306
"OBI62188",-119.7167,35.0833,695,1983,7,0,12.9,22.3,31.8,198307
"OBI62188",-119.7167,35.0833,695,1983,8,38.84,15.1,24.1,33.1,198308
"OBI62188",-119.7167,35.0833,695,1983,9,5.4,15,23.1,31.3,198309
"OBI62188",-119.7167,35.0833,695,1983,10,23.48,9.2,16.9,24.7,198310
"OBI62188",-119.7167,35.0833,695,1983,11,42.73,3.8,10.4,17,198311
"OBI62188",-119.7167,35.0833,695,1983,12,40.32,2.5,8.5,14.5,198312
"OBI62188",-119.7167,35.0833,695,1984,1,6.94,1.1,8.4,15.8,198401
"OBI62188",-119.7167,35.0833,695,1984,2,4.63,1.8,9.3,16.8,198402
"OBI62188",-119.7167,35.0833,695,1984,3,6.84,2.1,10.9,19.6,198403
"OBI62188",-119.7167,35.0833,695,1984,4,21.89,2.2,11.3,20.3,198404
"OBI62188",-119.7167,35.0833,695,1984,5,0,9.3,18.8,28.4,198405
"OBI62188",-119.7167,35.0833,695,1984,6,1.57,10.1,20.5,30.8,198406
"OBI62188",-119.7167,35.0833,695,1984,7,1.83,17.3,26.6,36,198407
"OBI62188",-119.7167,35.0833,695,1984,8,0.17,16.9,25.5,34.1,198408
"OBI62188",-119.7167,35.0833,695,1984,9,7.96,14.7,23.7,32.7,198409
"OBI62188",-119.7167,35.0833,695,1984,10,1.87,6.1,14.2,22.4,198410
"OBI62188",-119.7167,35.0833,695,1984,11,43.87,2.8,10,17.2,198411
"OBI62188",-119.7167,35.0833,695,1984,12,65.59,0.7,6.6,12.5,198412
"OBI62188",-119.7167,35.0833,695,1985,1,27.26,-0.4,6.4,13.3,198501
"OBI62188",-119.7167,35.0833,695,1985,2,13.79,0.2,8.1,16.1,198502
"OBI62188",-119.7167,35.0833,695,1985,3,20.08,0.6,8.4,16.3,198503
"OBI62188",-119.7167,35.0833,695,1985,4,3.94,5.4,14.9,24.3,198504
"OBI62188",-119.7167,35.0833,695,1985,5,0,7.2,16.3,25.4,198505
"OBI62188",-119.7167,35.0833,695,1985,6,0,12.7,22.8,32.9,198506
"OBI62188",-119.7167,35.0833,695,1985,7,0,17,26.2,35.4,198507
"OBI62188",-119.7167,35.0833,695,1985,8,0,13.9,23.4,32.8,198508
"OBI62188",-119.7167,35.0833,695,1985,9,12.8,11.1,18.6,26,198509
"OBI62188",-119.7167,35.0833,695,1985,10,5.19,7.4,15.5,23.7,198510
"OBI62188",-119.7167,35.0833,695,1985,11,40.87,3.5,9.7,15.9,198511
"OBI62188",-119.7167,35.0833,695,1985,12,19.06,1.4,7.2,13,198512
"OBI62188",-119.7167,35.0833,695,1986,1,25.65,4.2,11.4,18.6,198601
"OBI62188",-119.7167,35.0833,695,1986,2,46.17,4.9,10.6,16.3,198602
"OBI62188",-119.7167,35.0833,695,1986,3,46.64,5.9,13,20.1,198603
"OBI62188",-119.7167,35.0833,695,1986,4,15.25,5.2,12.8,20.3,198604
"OBI62188",-119.7167,35.0833,695,1986,5,0,8.3,17.3,26.2,198605
"OBI62188",-119.7167,35.0833,695,1986,6,0,12.6,22.6,32.5,198606
"OBI62188",-119.7167,35.0833,695,1986,7,0,14.3,23.4,32.5,198607
"OBI62188",-119.7167,35.0833,695,1986,8,0,17.2,26.5,35.8,198608
"OBI62188",-119.7167,35.0833,695,1986,9,8.43,9.6,18,26.3,198609
"OBI62188",-119.7167,35.0833,695,1986,10,1.41,6.9,15.6,24.3,198610
"OBI62188",-119.7167,35.0833,695,1986,11,16.13,3.8,11.8,19.8,198611
"OBI62188",-119.7167,35.0833,695,1986,12,18.87,2.1,8.8,15.5,198612
"OBI62188",-119.7167,35.0833,695,1987,1,39.12,-0.3,6.6,13.5,198701
"OBI62188",-119.7167,35.0833,695,1987,2,13.45,2.1,8.6,15.2,198702
"OBI62188",-119.7167,35.0833,695,1987,3,19.12,4,10.4,16.8,198703
"OBI62188",-119.7167,35.0833,695,1987,4,1.71,6.1,15.8,25.6,198704
"OBI62188",-119.7167,35.0833,695,1987,5,0,9.6,18.1,26.7,198705
"OBI62188",-119.7167,35.0833,695,1987,6,0,12.1,22.1,32,198706
"OBI62188",-119.7167,35.0833,695,1987,7,0,12.8,21.9,31,198707
"OBI62188",-119.7167,35.0833,695,1987,8,0,14,23.9,33.7,198708
"OBI62188",-119.7167,35.0833,695,1987,9,0,12,21.5,31.1,198709
"OBI62188",-119.7167,35.0833,695,1987,10,28.82,11.4,19,26.5,198710
"OBI62188",-119.7167,35.0833,695,1987,11,63.8,4.6,10.7,16.8,198711
"OBI62188",-119.7167,35.0833,695,1987,12,50.02,1.2,6.6,12.1,198712
"OBI62188",-119.7167,35.0833,695,1988,1,26.06,1.2,7.7,14.2,198801
"OBI62188",-119.7167,35.0833,695,1988,2,17.78,1,9.5,18,198802
"OBI62188",-119.7167,35.0833,695,1988,3,8.28,2.6,11.3,20,198803
"OBI62188",-119.7167,35.0833,695,1988,4,44.95,5.8,13.5,21.2,198804
"OBI62188",-119.7167,35.0833,695,1988,5,0.62,7.8,16.7,25.5,198805
"OBI62188",-119.7167,35.0833,695,1988,6,0.79,10.7,19.7,28.8,198806
"OBI62188",-119.7167,35.0833,695,1988,7,0,17,26.5,36,198807
"OBI62188",-119.7167,35.0833,695,1988,8,0,15,24.3,33.6,198808
"OBI62188",-119.7167,35.0833,695,1988,9,0,12.6,21.7,30.8,198809
"OBI62188",-119.7167,35.0833,695,1988,10,0,9.8,18.5,27.3,198810
"OBI62188",-119.7167,35.0833,695,1988,11,6.35,4.2,11,17.9,198811
"OBI62188",-119.7167,35.0833,695,1988,12,46.5,1.1,7.6,14.1,198812
"OBI62188",-119.7167,35.0833,695,1989,1,8.44,-0.3,6.5,13.4,198901
"OBI62188",-119.7167,35.0833,695,1989,2,25.78,1.9,8,14,198902
"OBI62188",-119.7167,35.0833,695,1989,3,7.16,5,12.3,19.5,198903
"OBI62188",-119.7167,35.0833,695,1989,4,2.2,7.2,15.8,24.5,198904
"OBI62188",-119.7167,35.0833,695,1989,5,15.81,8.8,16.8,24.7,198905
"OBI62188",-119.7167,35.0833,695,1989,6,0,11.7,21.2,30.8,198906
"OBI62188",-119.7167,35.0833,695,1989,7,0,15.9,25.5,35.2,198907
"OBI62188",-119.7167,35.0833,695,1989,8,0,14.3,23.3,32.3,198908
"OBI62188",-119.7167,35.0833,695,1989,9,13.05,12,20.9,29.7,198909
"OBI62188",-119.7167,35.0833,695,1989,10,1.19,7.8,15.8,23.8,198910
"OBI62188",-119.7167,35.0833,695,1989,11,0.58,3.5,12.2,20.9,198911
"OBI62188",-119.7167,35.0833,695,1989,12,0,-0.2,7.5,15.2,198912
"OBI62188",-119.7167,35.0833,695,1990,1,18.21,0.8,7.9,15.1,199001
"OBI62188",-119.7167,35.0833,695,1990,2,19.1,1.1,7.4,13.7,199002
"OBI62188",-119.7167,35.0833,695,1990,3,4.02,5.1,11.9,18.7,199003
"OBI62188",-119.7167,35.0833,695,1990,4,2.43,7.5,15.2,23,199004
"OBI62188",-119.7167,35.0833,695,1990,5,5.42,7.1,16,24.8,199005
"OBI62188",-119.7167,35.0833,695,1990,6,0,12,21.2,30.5,199006
"OBI62188",-119.7167,35.0833,695,1990,7,0,17.1,26.1,35.1,199007
"OBI62188",-119.7167,35.0833,695,1990,8,0,15.6,24.2,32.7,199008
"OBI62188",-119.7167,35.0833,695,1990,9,32.35,13,21,29,199009
"OBI62188",-119.7167,35.0833,695,1990,10,0,9.4,18.2,27,199010
"OBI62188",-119.7167,35.0833,695,1990,11,10.91,3.5,11.2,18.9,199011
"OBI62188",-119.7167,35.0833,695,1990,12,2.88,-2,5.7,13.4,199012
"OBI62188",-119.7167,35.0833,695,1991,1,18.11,1.5,8.3,15.1,199101
"OBI62188",-119.7167,35.0833,695,1991,2,9.3,3.9,11.9,20,199102
"OBI62188",-119.7167,35.0833,695,1991,3,165.58,3.2,8.2,13.3,199103
"OBI62188",-119.7167,35.0833,695,1991,4,0.09,4.5,11.2,17.8,199104
"OBI62188",-119.7167,35.0833,695,1991,5,0,6.5,14.9,23.3,199105
"OBI62188",-119.7167,35.0833,695,1991,6,0,9.8,19.3,28.8,199106
"OBI62188",-119.7167,35.0833,695,1991,7,0,16.2,25.3,34.3,199107
"OBI62188",-119.7167,35.0833,695,1991,8,0,14.9,23.6,32.2,199108
"OBI62188",-119.7167,35.0833,695,1991,9,0,15.1,23.8,32.4,199109
"OBI62188",-119.7167,35.0833,695,1991,10,5.62,10.7,19.5,28.2,199110
"OBI62188",-119.7167,35.0833,695,1991,11,0.1,4.3,12.2,20.1,199111
"OBI62188",-119.7167,35.0833,695,1991,12,40.69,2.9,9.3,15.7,199112
"OBI62188",-119.7167,35.0833,695,1992,1,36.06,1.3,7.5,13.8,199201
"OBI62188",-119.7167,35.0833,695,1992,2,77.03,5.8,11,16.2,199202
"OBI62188",-119.7167,35.0833,695,1992,3,40.58,5.6,11,16.5,199203
"OBI62188",-119.7167,35.0833,695,1992,4,0,7.7,15.3,22.8,199204
"OBI62188",-119.7167,35.0833,695,1992,5,0.26,11.3,20,28.7,199205
"OBI62188",-119.7167,35.0833,695,1992,6,0,12.6,21.3,29.9,199206
"OBI62188",-119.7167,35.0833,695,1992,7,22.28,15.8,23.7,31.6,199207
"OBI62188",-119.7167,35.0833,695,1992,8,0,17.6,26.3,35,199208
"OBI62188",-119.7167,35.0833,695,1992,9,0,13.1,22.2,31.3,199209
"OBI62188",-119.7167,35.0833,695,1992,10,15.84,11.3,18.6,26,199210
"OBI62188",-119.7167,35.0833,695,1992,11,0,5.4,11.9,18.5,199211
"OBI62188",-119.7167,35.0833,695,1992,12,41.91,1.9,7.5,13.1,199212
"OBI62188",-119.7167,35.0833,695,1993,1,75.99,3.4,8.3,13.1,199301
"OBI62188",-119.7167,35.0833,695,1993,2,69.94,4.3,9.1,13.9,199302
"OBI62188",-119.7167,35.0833,695,1993,3,43.09,6.3,12.5,18.7,199303
"OBI62188",-119.7167,35.0833,695,1993,4,0,5.1,12.7,20.3,199304
"OBI62188",-119.7167,35.0833,695,1993,5,0.44,8.6,17,25.5,199305
"OBI62188",-119.7167,35.0833,695,1993,6,1.53,11.5,20.8,30.1,199306
"OBI62188",-119.7167,35.0833,695,1993,7,0,14.1,23.2,32.3,199307
"OBI62188",-119.7167,35.0833,695,1993,8,0,15.5,24.2,32.9,199308
"OBI62188",-119.7167,35.0833,695,1993,9,0,13,21.8,30.5,199309
"OBI62188",-119.7167,35.0833,695,1993,10,6.02,10.6,18.1,25.6,199310
"OBI62188",-119.7167,35.0833,695,1993,11,13.41,4.8,12,19.2,199311
"OBI62188",-119.7167,35.0833,695,1993,12,21.85,2.1,8.5,14.8,199312
"OBI62188",-119.7167,35.0833,695,1994,1,20.59,1.3,9.3,17.2,199401
"OBI62188",-119.7167,35.0833,695,1994,2,52.57,2.9,8.6,14.3,199402
"OBI62188",-119.7167,35.0833,695,1994,3,21.19,5.9,12.6,19.3,199403
"OBI62188",-119.7167,35.0833,695,1994,4,11.55,6.8,14.1,21.5,199404
"OBI62188",-119.7167,35.0833,695,1994,5,18.22,8.2,16.3,24.4,199405
"OBI62188",-119.7167,35.0833,695,1994,6,0,13.5,22.7,31.9,199406
"OBI62188",-119.7167,35.0833,695,1994,7,0,16.4,26,35.7,199407
"OBI62188",-119.7167,35.0833,695,1994,8,0,17.3,26.2,35.2,199408
"OBI62188",-119.7167,35.0833,695,1994,9,20.34,13.5,21.8,30.1,199409
"OBI62188",-119.7167,35.0833,695,1994,10,4.9,8.5,15.9,23.3,199410
"OBI62188",-119.7167,35.0833,695,1994,11,26.91,1.6,8.2,14.7,199411
"OBI62188",-119.7167,35.0833,695,1994,12,32.34,2.4,8.4,14.3,199412
"OBI62188",-119.7167,35.0833,695,1995,1,141.61,5.5,9.9,14.3,199501
"OBI62188",-119.7167,35.0833,695,1995,2,22.42,6.1,12.2,18.3,199502
"OBI62188",-119.7167,35.0833,695,1995,3,100.7,5.4,10.7,16,199503
"OBI62188",-119.7167,35.0833,695,1995,4,11.68,4.9,11.9,19,199504
"OBI62188",-119.7167,35.0833,695,1995,5,10.86,8.1,15.1,22.1,199505
"OBI62188",-119.7167,35.0833,695,1995,6,6.12,11,19.8,28.5,199506
"OBI62188",-119.7167,35.0833,695,1995,7,0.77,15,24.1,33.2,199507
"OBI62188",-119.7167,35.0833,695,1995,8,0,16.2,25.4,34.6,199508
"OBI62188",-119.7167,35.0833,695,1995,9,0,14.1,23.2,32.2,199509
"OBI62188",-119.7167,35.0833,695,1995,10,0,8.4,17.8,27.2,199510
"OBI62188",-119.7167,35.0833,695,1995,11,4.8,7.4,15,22.6,199511
"OBI62188",-119.7167,35.0833,695,1995,12,22.97,4.4,10.6,16.7,199512
"RSA0029044",-119.6589,35.0414,832,1981,1,45.61,3.6,10,16.4,198101
"RSA0029044",-119.6589,35.0414,832,1981,2,26.44,4.6,10.7,16.7,198102
"RSA0029044",-119.6589,35.0414,832,1981,3,77.4,5.9,10.8,15.7,198103
"RSA0029044",-119.6589,35.0414,832,1981,4,14.44,5.7,13.3,20.8,198104
"RSA0029044",-119.6589,35.0414,832,1981,5,1.87,8.8,17.1,25.4,198105
"RSA0029044",-119.6589,35.0414,832,1981,6,0,15,24.1,33.3,198106
"RSA0029044",-119.6589,35.0414,832,1981,7,0,14.8,24.9,35.1,198107
"RSA0029044",-119.6589,35.0414,832,1981,8,0,16.4,25.4,34.5,198108
"RSA0029044",-119.6589,35.0414,832,1981,9,0,14,22.2,30.3,198109
"RSA0029044",-119.6589,35.0414,832,1981,10,22.38,6.4,14,21.6,198110
"RSA0029044",-119.6589,35.0414,832,1981,11,18.12,5.4,12,18.6,198111
"RSA0029044",-119.6589,35.0414,832,1981,12,3.46,3.7,9.7,15.7,198112
"RSA0029044",-119.6589,35.0414,832,1982,1,49.18,0.4,6.4,12.4,198201
"RSA0029044",-119.6589,35.0414,832,1982,2,19.57,3.8,9.4,14.9,198202
"RSA0029044",-119.6589,35.0414,832,1982,3,98.67,4,9,14,198203
"RSA0029044",-119.6589,35.0414,832,1982,4,57.53,4.4,11,17.7,198204
"RSA0029044",-119.6589,35.0414,832,1982,5,0,7.3,16.3,25.4,198205
"RSA0029044",-119.6589,35.0414,832,1982,6,0,10.3,18.6,27,198206
"RSA0029044",-119.6589,35.0414,832,1982,7,0,14.9,23.6,32.4,198207
"RSA0029044",-119.6589,35.0414,832,1982,8,0,14.6,23.7,32.8,198208
"RSA0029044",-119.6589,35.0414,832,1982,9,21.44,12.6,19.8,27,198209
"RSA0029044",-119.6589,35.0414,832,1982,10,19.78,7.6,15.6,23.5,198210
"RSA0029044",-119.6589,35.0414,832,1982,11,45.89,3.7,9.6,15.5,198211
"RSA0029044",-119.6589,35.0414,832,1982,12,30.21,2.2,7.7,13.3,198212
"RSA0029044",-119.6589,35.0414,832,1983,1,85.53,1.7,8.3,14.9,198301
"RSA0029044",-119.6589,35.0414,832,1983,2,59.19,4.1,9.2,14.3,198302
"RSA0029044",-119.6589,35.0414,832,1983,3,82.62,5,9.7,14.5,198303
"RSA0029044",-119.6589,35.0414,832,1983,4,29.11,3.4,9.3,15.3,198304
"RSA0029044",-119.6589,35.0414,832,1983,5,3.84,7.8,16.4,25,198305
"RSA0029044",-119.6589,35.0414,832,1983,6,0,10.6,19.8,29.1,198306
"RSA0029044",-119.6589,35.0414,832,1983,7,0,12.4,21.7,31,198307
"RSA0029044",-119.6589,35.0414,832,1983,8,39.64,15.1,23.7,32.4,198308
"RSA0029044",-119.6589,35.0414,832,1983,9,5.23,15.3,22.9,30.5,198309
"RSA0029044",-119.6589,35.0414,832,1983,10,26.79,9.3,16.6,23.9,198310
"RSA0029044",-119.6589,35.0414,832,1983,11,47.02,4.8,10.3,15.9,198311
"RSA0029044",-119.6589,35.0414,832,1983,12,43.89,3.6,8.5,13.3,198312
"RSA0029044",-119.6589,35.0414,832,1984,1,6.63,2,8.8,15.6,198401
"RSA0029044",-119.6589,35.0414,832,1984,2,4.89,2.5,9,15.5,198402
"RSA0029044",-119.6589,35.0414,832,1984,3,6.97,3.1,10.8,18.4,198403
"RSA0029044",-119.6589,35.0414,832,1984,4,22.81,2.8,11.2,19.6,198404
"RSA0029044",-119.6589,35.0414,832,1984,5,0,9.7,18.7,27.6,198405
"RSA0029044",-119.6589,35.0414,832,1984,6,1.59,10.6,20.3,30,198406
"RSA0029044",-119.6589,35.0414,832,1984,7,0.91,17.2,26.3,35.3,198407
"RSA0029044",-119.6589,35.0414,832,1984,8,1.69,16.9,25.3,33.7,198408
"RSA0029044",-119.6589,35.0414,832,1984,9,10.35,15.3,23.7,32.1,198409
"RSA0029044",-119.6589,35.0414,832,1984,10,0.89,6.4,14,21.5,198410
"RSA0029044",-119.6589,35.0414,832,1984,11,46.69,3.4,9.8,16.1,198411
"RSA0029044",-119.6589,35.0414,832,1984,12,70.06,1.2,6.3,11.4,198412
"RSA0029044",-119.6589,35.0414,832,1985,1,25.97,0.5,6.9,13.3,198501
"RSA0029044",-119.6589,35.0414,832,1985,2,13.99,1,8,15,198502
"RSA0029044",-119.6589,35.0414,832,1985,3,22.3,1.5,8.2,14.9,198503
"RSA0029044",-119.6589,35.0414,832,1985,4,4.23,5.5,14.5,23.6,198504
"RSA0029044",-119.6589,35.0414,832,1985,5,0,7.3,15.9,24.6,198505
"RSA0029044",-119.6589,35.0414,832,1985,6,0,12.9,22.4,32,198506
"RSA0029044",-119.6589,35.0414,832,1985,7,0,16.9,25.8,34.6,198507
"RSA0029044",-119.6589,35.0414,832,1985,8,0,14.8,23.5,32.1,198508
"RSA0029044",-119.6589,35.0414,832,1985,9,14.39,11.6,18.4,25.3,198509
"RSA0029044",-119.6589,35.0414,832,1985,10,5.37,7.5,15.2,22.9,198510
"RSA0029044",-119.6589,35.0414,832,1985,11,45.48,3.7,9.3,14.9,198511
"RSA0029044",-119.6589,35.0414,832,1985,12,19.63,2.3,7.8,13.2,198512
"RSA0029044",-119.6589,35.0414,832,1986,1,27.75,4.9,11.4,18,198601
"RSA0029044",-119.6589,35.0414,832,1986,2,55.18,5.2,10.2,15.2,198602
"RSA0029044",-119.6589,35.0414,832,1986,3,54.76,6.2,12.6,19,198603
"RSA0029044",-119.6589,35.0414,832,1986,4,16.58,4.9,12.2,19.6,198604
"RSA0029044",-119.6589,35.0414,832,1986,5,0,8.4,16.9,25.4,198605
"RSA0029044",-119.6589,35.0414,832,1986,6,0,12.5,22.1,31.8,198606
"RSA0029044",-119.6589,35.0414,832,1986,7,0,14.3,23,31.7,198607
"RSA0029044",-119.6589,35.0414,832,1986,8,0,17.4,26.2,35.1,198608
"RSA0029044",-119.6589,35.0414,832,1986,9,8.52,9.9,17.7,25.6,198609
"RSA0029044",-119.6589,35.0414,832,1986,10,1.55,7.1,15.3,23.5,198610
"RSA0029044",-119.6589,35.0414,832,1986,11,16.92,4.5,11.7,18.8,198611
"RSA0029044",-119.6589,35.0414,832,1986,12,18.56,2.1,8.6,15.1,198612
"RSA0029044",-119.6589,35.0414,832,1987,1,37.39,-0.1,6.3,12.7,198701
"RSA0029044",-119.6589,35.0414,832,1987,2,15.48,2.6,8.5,14.4,198702
"RSA0029044",-119.6589,35.0414,832,1987,3,25.44,4.4,9.8,15.3,198703
"RSA0029044",-119.6589,35.0414,832,1987,4,1.97,6.3,15.6,25,198704
"RSA0029044",-119.6589,35.0414,832,1987,5,0,9.1,17.5,25.8,198705
"RSA0029044",-119.6589,35.0414,832,1987,6,0,12.4,21.8,31.3,198706
"RSA0029044",-119.6589,35.0414,832,1987,7,0,12.8,21.5,30.2,198707
"RSA0029044",-119.6589,35.0414,832,1987,8,0,14.7,23.8,33,198708
"RSA0029044",-119.6589,35.0414,832,1987,9,0,12.9,21.6,30.4,198709
"RSA0029044",-119.6589,35.0414,832,1987,10,32.3,11.5,18.6,25.7,198710
"RSA0029044",-119.6589,35.0414,832,1987,11,62.55,5.2,10.4,15.7,198711
"RSA0029044",-119.6589,35.0414,832,1987,12,55.07,1.3,6.1,10.9,198712
"RSA0029044",-119.6589,35.0414,832,1988,1,28.03,1.8,7.6,13.5,198801
"RSA0029044",-119.6589,35.0414,832,1988,2,22.33,1.9,9.5,17.1,198802
"RSA0029044",-119.6589,35.0414,832,1988,3,10.95,3.5,11,18.5,198803
"RSA0029044",-119.6589,35.0414,832,1988,4,47.07,5.9,13.3,20.6,198804
"RSA0029044",-119.6589,35.0414,832,1988,5,0.69,7.8,16.3,24.9,198805
"RSA0029044",-119.6589,35.0414,832,1988,6,0.16,11,19.5,27.9,198806
"RSA0029044",-119.6589,35.0414,832,1988,7,0,17.1,26.1,35.2,198807
"RSA0029044",-119.6589,35.0414,832,1988,8,0,15.8,24.3,32.9,198808
"RSA0029044",-119.6589,35.0414,832,1988,9,0,13.4,21.8,30.1,198809
"RSA0029044",-119.6589,35.0414,832,1988,10,0,10.2,18.3,26.5,198810
"RSA0029044",-119.6589,35.0414,832,1988,11,7.87,4.6,10.7,16.7,198811
"RSA0029044",-119.6589,35.0414,832,1988,12,49.41,2.1,7.7,13.4,198812
"RSA0029044",-119.6589,35.0414,832,1989,1,8.65,0.5,6.5,12.4,198901
"RSA0029044",-119.6589,35.0414,832,1989,2,26.88,2.3,7.6,13,198902
"RSA0029044",-119.6589,35.0414,832,1989,3,7.43,5.4,11.8,18.2,198903
"RSA0029044",-119.6589,35.0414,832,1989,4,2.65,7.6,15.7,23.8,198904
"RSA0029044",-119.6589,35.0414,832,1989,5,17.23,8.9,16.4,23.9,198905
"RSA0029044",-119.6589,35.0414,832,1989,6,0,12,21,30,198906
"RSA0029044",-119.6589,35.0414,832,1989,7,0,16.3,25.3,34.4,198907
"RSA0029044",-119.6589,35.0414,832,1989,8,0,14.9,23.3,31.6,198908
"RSA0029044",-119.6589,35.0414,832,1989,9,12.39,12.9,20.9,29,198909
"RSA0029044",-119.6589,35.0414,832,1989,10,1.34,8.4,15.7,22.9,198910
"RSA0029044",-119.6589,35.0414,832,1989,11,1.25,5.2,12.7,20.1,198911
"RSA0029044",-119.6589,35.0414,832,1989,12,0,0.8,8.1,15.5,198912
"RSA0029044",-119.6589,35.0414,832,1990,1,20.3,1.6,8,14.3,199001
"RSA0029044",-119.6589,35.0414,832,1990,2,21.08,1.6,7,12.4,199002
"RSA0029044",-119.6589,35.0414,832,1990,3,4.47,5.7,11.6,17.5,199003
"RSA0029044",-119.6589,35.0414,832,1990,4,2.29,7.6,14.9,22.3,199004
"RSA0029044",-119.6589,35.0414,832,1990,5,5.48,7.3,15.7,24.1,199005
"RSA0029044",-119.6589,35.0414,832,1990,6,0,12.3,21,29.7,199006
"RSA0029044",-119.6589,35.0414,832,1990,7,0,17.5,25.9,34.3,199007
"RSA0029044",-119.6589,35.0414,832,1990,8,0,16.1,24,31.9,199008
"RSA0029044",-119.6589,35.0414,832,1990,9,56.18,13.8,21,28.1,199009
"RSA0029044",-119.6589,35.0414,832,1990,10,0,10.4,18.3,26.2,199010
"RSA0029044",-119.6589,35.0414,832,1990,11,11.45,4.6,11.3,18.1,199011
"RSA0029044",-119.6589,35.0414,832,1990,12,3.24,-1.1,5.6,12.4,199012
"RSA0029044",-119.6589,35.0414,832,1991,1,19.07,2.2,8.1,14.1,199101
"RSA0029044",-119.6589,35.0414,832,1991,2,11.44,4.6,11.9,19.1,199102
"RSA0029044",-119.6589,35.0414,832,1991,3,185.06,3.2,7.7,12.2,199103
"RSA0029044",-119.6589,35.0414,832,1991,4,0,4.7,10.9,17,199104
"RSA0029044",-119.6589,35.0414,832,1991,5,0,6.7,14.6,22.5,199105
"RSA0029044",-119.6589,35.0414,832,1991,6,0,10.3,19.1,27.9,199106
"RSA0029044",-119.6589,35.0414,832,1991,7,0,16.5,25,33.5,199107
