"id","clim_year","clim_month","clim_date","elev_prism_m","ppt_mm","tmin","tave","tmax"
"CDA15627",2002,12,200212,699,88.79,3.2,8.8,14.4
"CDA15627",2003,1,200301,699,2.59,4.8,11.6,18.4
"CDA15627",2003,2,200302,699,48.22,2.8,9.1,15.4
"CDA15627",2003,3,200303,699,33.46,4.1,11.4,18.6
"CDA15627",2003,4,200304,699,25.49,3.7,10.3,16.9
"CDA15627",2003,5,200305,699,26.87,8.8,16.5,24.2
"CDA15627",2003,6,200306,699,0,12.1,21.6,31.2
"CDA15627",2003,7,200307,699,2.31,17.4,26.8,36.1
"CDA15627",2003,8,200308,699,0,15.9,24.7,33.6
"CDA15627",2003,9,200309,699,0,14.5,23.8,33.1
"CDA15627",2003,10,200310,699,0,11.3,20.2,29
"CDA15627",2003,11,200311,699,30.91,3.4,9.8,16.3
"CDA15627",2003,12,200312,699,33.96,2.9,9,15.2
"CDA15627",2004,1,200401,699,17.32,1.7,8.3,14.9
"CDA15627",2004,2,200402,699,92.93,2.4,8.2,14
"CDA15627",2004,3,200403,699,10.71,6.8,14.8,22.8
"CDA15627",2004,4,200404,699,0.11,6,14.7,23.4
"CDA15627",2004,5,200405,699,0,8.6,17.6,26.7
"CDA15627",2004,6,200406,699,0,11.8,21.5,31.2
"CDA15627",2004,7,200407,699,0,15.4,24.9,34.4
"CDA15627",2004,8,200408,699,0,15.2,24.4,33.7
"CDA15627",2004,9,200409,699,0,12.8,22.2,31.5
"CDA15627",2004,10,200410,699,85.1,8.6,15.4,22.3
"CDA15627",2004,11,200411,699,6.91,3.3,9.8,16.3
"CDA15627",2004,12,200412,699,73.6,2.1,9.1,16.1
"CDA15627",2005,1,200501,699,114.54,3.6,9.3,14.9
"CDA15627",2005,2,200502,699,51.33,4.7,9.8,15
"CDA15627",2005,3,200503,699,68.35,5,11.3,17.7
"CDA15627",2005,4,200504,699,8.44,3.8,11.6,19.3
"CDA15627",2005,5,200505,699,23.84,8.9,16.9,25
"CDA15627",2005,6,200506,699,0.48,9.6,18.8,28
"CDA15627",2005,7,200507,699,0,17,26.8,36.5
"CDA15627",2005,8,200508,699,0,16,25.5,34.9
"CDA15627",2005,9,200509,699,0.59,10.3,19.5,28.8
"CDA15627",2005,10,200510,699,20.8,8.5,16.3,24.2
"CDA15627",2005,11,200511,699,20.68,5.9,13.7,21.5
"CDA15627",2005,12,200512,699,22.22,4.1,10.8,17.5
"CDA15627",2006,1,200601,699,103.46,2.3,8.9,15.6
"CDA15627",2006,2,200602,699,10.8,3,10.4,17.9
"CDA15627",2006,3,200603,699,100.84,1.3,7.5,13.7
"CDA15627",2006,4,200604,699,97.81,5.3,10.7,16.1
"CDA15627",2006,5,200605,699,14.26,9.4,18.1,26.9
"CDA15627",2006,6,200606,699,0,14,23.3,32.6
"CDA15627",2006,7,200607,699,0,18.3,27.7,37.2
"CDA15627",2006,8,200608,699,0,13.8,23.6,33.4
"CDA15627",2006,9,200609,699,0,12.3,22,31.6
"CDA15627",2006,10,200610,699,9.52,7.4,15.4,23.5
"CDA15627",2006,11,200611,699,6.85,5.2,12.7,20.2
"CDA15627",2006,12,200612,699,26.38,1.3,8.9,16.5
"CDA15627",2007,1,200701,699,15.75,-1.6,6.6,14.9
"CDA15627",2007,2,200702,699,45.79,2.9,9.6,16.3
"CDA15627",2007,3,200703,699,9.45,4.9,13.2,21.5
"CDA15627",2007,4,200704,699,12.84,5.7,13.9,22
"CDA15627",2007,5,200705,699,0.31,7.4,17.4,27.4
"CDA15627",2007,6,200706,699,0,11,21.5,32
"CDA15627",2007,7,200707,699,0,15.1,24.8,34.5
"CDA15627",2007,8,200708,699,0.56,15.2,24.6,34
"CDA15627",2007,9,200709,699,3.36,11.6,19.8,27.9
"CDA15627",2007,10,200710,699,8.31,8.2,15.6,23.1
"CDA15627",2007,11,200711,699,2.8,4.4,13,21.5
"CDA15627",2007,12,200712,699,43.65,0.2,6.8,13.5
"CDA15627",2008,1,200801,699,188.12,1.9,7.4,13
"CDA15627",2008,2,200802,699,29.61,2.4,8.9,15.3
"CDA15627",2008,3,200803,699,1.02,3.1,11.5,19.8
"CDA15627",2008,4,200804,699,1.53,3.5,12.4,21.3
"CDA15627",2008,5,200805,699,1.87,7.7,16.4,25
"CDA15627",2008,6,200806,699,0,12.4,22.3,32.3
"CDA15627",2008,7,200807,699,0,16.2,25.6,35
"CDA15627",2008,8,200808,699,0,16.9,25.9,35
"CDA15627",2008,9,200809,699,0,13.6,22.8,32
"CDA15627",2008,10,200810,699,5.88,7.8,17.3,26.7
"CDA15627",2008,11,200811,699,63.32,6.5,13.3,20.1
"CDA15627",2008,12,200812,699,61.26,1,7.6,14.2
"CDA15627",2009,1,200901,699,8.93,2.8,10,17.1
"CDA15627",2009,2,200902,699,78.81,2.6,8.7,14.8
"CDA15627",2009,3,200903,699,20.77,3.1,10.5,17.8
"CDA15627",2009,4,200904,699,4.89,3.7,12.2,20.6
"CDA15627",2009,5,200905,699,4.83,10.5,19.6,28.7
"CDA15627",2009,6,200906,699,3.96,11.1,19.6,28
"CDA15627",2009,7,200907,699,0,16.4,26.3,36.2
"CDA15627",2009,8,200908,699,0.01,14.8,24.2,33.6
"CDA15627",2009,9,200909,699,0.19,14.8,24,33.3
"CDA15627",2009,10,200910,699,69.49,7.7,14.9,22.1
"CDA15627",2009,11,200911,699,1.76,2.9,11.3,19.6
"CDA15627",2009,12,200912,699,58.59,1.5,8,14.4
"CDA15627",2010,1,201001,699,97.18,3.7,9.6,15.5
"CDA15627",2010,2,201002,699,71.43,3.6,9.1,14.6
"CDA15627",2010,3,201003,699,21.24,3.3,10.4,17.6
"CDA15627",2010,4,201004,699,56.44,3.7,10.4,17
"CDA15627",2010,5,201005,699,4.49,5.9,13.9,22
"CDA15627",2010,6,201006,699,0,11.1,20.7,30.4
"CDA15627",2010,7,201007,699,0,13.9,23.7,33.6
"CDA15627",2010,8,201008,699,0,13.3,22.9,32.4
"CDA15627",2010,9,201009,699,0,12.4,21.7,31
"CDA15627",2010,10,201010,699,50.96,10.3,16.8,23.4
"CDA15627",2010,11,201011,699,19.89,3,10.4,17.8
"CDA15627",2010,12,201012,699,241.3,4,9.6,15.2
"CDA30496",1996,1,199601,1264,28.11,3.3,8.6,14
"CDA30496",1996,2,199602,1264,187.2,4.5,9.1,13.6
"CDA30496",1996,3,199603,1264,32.6,4.3,9.9,15.4
"CDA30496",1996,4,199604,1264,21.98,5.5,13.4,21.4
"CDA30496",1996,5,199605,1264,7.09,8.5,16.9,25.3
"CDA30496",1996,6,199606,1264,0,11.8,20.6,29.5
"CDA30496",1996,7,199607,1264,0,17.9,26.1,34.2
"CDA30496",1996,8,199608,1264,0,17.1,25.5,33.9
"CDA30496",1996,9,199609,1264,0,12.5,20.8,29.1
"CDA30496",1996,10,199610,1264,48.8,8.1,15.3,22.5
"CDA30496",1996,11,199611,1264,40.29,5.6,10.7,15.8
"CDA30496",1996,12,199612,1264,93.42,2.3,7.2,12.1
"CDA30496",1997,1,199701,1264,87.39,1.8,6.3,10.8
"CDA30496",1997,2,199702,1264,4.12,1.4,6.8,12.1
"CDA30496",1997,3,199703,1264,0,5.2,11.5,17.9
"CDA30496",1997,4,199704,1264,0,4.5,12.4,20.4
"CDA30496",1997,5,199705,1264,0,10.3,18.7,27.2
"CDA30496",1997,6,199706,1264,0,10.4,19.3,28.2
"CDA30496",1997,7,199707,1264,0,13.9,22.5,31.2
"CDA30496",1997,8,199708,1264,0,14.4,23,31.7
"CDA30496",1997,9,199709,1264,4.62,13.4,21.4,29.3
"CDA30496",1997,10,199710,1264,1.14,7.7,15.4,23
"CDA30496",1997,11,199711,1264,59.82,6,11.1,16.3
"CDA30496",1997,12,199712,1264,137.22,0.1,5,9.9
"CDA30496",1998,1,199801,1264,79.44,2.2,7.5,12.7
"CDA30496",1998,2,199802,1264,449.42,0.9,4.5,8.1
"CDA30496",1998,3,199803,1264,66.53,3.2,8,12.8
"CDA30496",1998,4,199804,1264,76.13,2.2,9.1,16
"CDA30496",1998,5,199805,1264,72.01,4.5,11,17.5
"CDA30496",1998,6,199806,1264,0.13,8.3,16.6,24.8
"CDA30496",1998,7,199807,1264,0,15.8,24.2,32.5
"CDA30496",1998,8,199808,1264,0,17.1,25.4,33.6
"CDA30496",1998,9,199809,1264,14.87,11.1,19.3,27.5
"CDA30496",1998,10,199810,1264,4.71,6.5,14.1,21.6
"CDA30496",1998,11,199811,1264,23.97,2.8,9,15.2
"CDA30496",1998,12,199812,1264,25.16,-0.6,5.8,12.3
"CDA30496",1999,1,199901,1264,48.86,1.5,7.9,14.3
"CDA30496",1999,2,199902,1264,28.59,-0.2,5.8,11.8
"CDA30496",1999,3,199903,1264,89.02,0.3,6.6,12.9
"CDA30496",1999,4,199904,1264,60.27,1.6,9.3,17
"CDA30496",1999,5,199905,1264,0,4.8,14,23.3
"CDA30496",1999,6,199906,1264,0.07,9.5,18.7,27.8
"CDA30496",1999,7,199907,1264,1.69,13.3,22.8,32.2
"CDA30496",1999,8,199908,1264,0,13.8,22.4,31
"CDA30496",1999,9,199909,1264,5.59,11.7,20.7,29.6
"CDA30496",1999,10,199910,1264,0,10.5,19,27.5
"CDA30496",1999,11,199911,1264,22.58,6.1,12.5,18.8
"CDA30496",1999,12,199912,1264,0.09,1.6,8,14.4
"CDA30496",2000,1,200001,1264,31.69,2,7.3,12.6
"CDA30496",2000,2,200002,1264,184.49,1.9,6.7,11.5
"CDA30496",2000,3,200003,1264,53.35,2,8.1,14.1
"CDA30496",2000,4,200004,1264,104.47,4.7,13,21.3
"CDA30496",2000,5,200005,1264,0,8.4,17,25.6
"CDA30496",2000,6,200006,1264,1.71,11.6,21.3,30.9
"CDA30496",2000,7,200007,1264,0,14,22.8,31.5
"CDA30496",2000,8,200008,1264,0,15.8,24.7,33.5
"CDA30496",2000,9,200009,1264,2,12.2,20.4,28.6
"CDA30496",2000,10,200010,1264,47.54,6.3,14.4,22.4
"CDA30496",2000,11,200011,1264,0,0.6,7.3,14
"CDA30496",2000,12,200012,1264,1.36,2.4,8.9,15.4
"CDA30496",2001,1,200101,1264,139.8,0.2,5.6,11
"CDA30496",2001,2,200102,1264,128.55,-0.7,4.5,9.8
"CDA30496",2001,3,200103,1264,136.53,2.8,8.3,13.8
"CDA30496",2001,4,200104,1264,48.25,1.7,9.5,17.2
"CDA30496",2001,5,200105,1264,0.51,10.6,19.9,29.2
"CDA30496",2001,6,200106,1264,0,12.6,22.1,31.6
"CDA30496",2001,7,200107,1264,0,13,22.7,32.5
"CDA30496",2001,8,200108,1264,0,14,24,33.9
"CDA30496",2001,9,200109,1264,0,11.3,20.7,30.1
"CDA30496",2001,10,200110,1264,5.89,7.9,17.2,26.6
"CDA30496",2001,11,200111,1264,49.68,4.5,10,15.5
"CDA30496",2001,12,200112,1264,36.01,0.3,5.3,10.3
"CDA30496",2002,1,200201,1264,19.7,-0.7,5.5,11.7
"CDA30496",2002,2,200202,1264,4.53,0.8,7.8,14.9
"CDA30496",2002,3,200203,1264,9.87,0.7,7.4,14
"CDA30496",2002,4,200204,1264,5.72,3.5,12,20.4
"CDA30496",2002,5,200205,1264,2.61,6.6,15.4,24.2
"CDA30496",2002,6,200206,1264,0,11.8,21.2,30.6
"CDA30496",2002,7,200207,1264,0,15.7,24.9,34.2
"CDA30496",2002,8,200208,1264,0,14.6,23.7,32.8
"CDA30496",2002,9,200209,1264,4.94,12.6,21.4,30.1
"CDA30496",2002,10,200210,1264,0,7.3,15.4,23.5
"CDA30496",2002,11,200211,1264,54.72,5,11.2,17.5
"CDA30496",2002,12,200212,1264,115.29,0.9,5.8,10.8
"CDA30496",2003,1,200301,1264,1.14,3.5,9.8,16.1
"CDA30496",2003,2,200302,1264,68.44,0.3,6.1,11.9
"CDA30496",2003,3,200303,1264,59.08,2.7,8.9,15
"CDA30496",2003,4,200304,1264,63.35,1.3,8.9,16.6
"CDA30496",2003,5,200305,1264,37.27,7.3,15.1,23
"CDA30496",2003,6,200306,1264,0,10.4,20.1,29.8
"CDA30496",2003,7,200307,1264,7.5,16.8,25.5,34.2
"CDA30496",2003,8,200308,1264,0,14.3,23.2,32.2
"CDA30496",2003,9,200309,1264,0,13.6,22.8,31.9
"CDA30496",2003,10,200310,1264,0,10.5,19.5,28.5
"CDA30496",2003,11,200311,1264,21.88,1.9,7.6,13.3
"CDA30496",2003,12,200312,1264,40.48,1,6.3,11.7
"CDA30496",2004,1,200401,1264,14.3,0.4,6.4,12.4
"CDA30496",2004,2,200402,1264,130,-0.2,5,10.1
"CDA30496",2004,3,200403,1264,8.16,6,12.9,19.7
"CDA30496",2004,4,200404,1264,0.31,5.1,13.7,22.3
"CDA30496",2004,5,200405,1264,0,7.2,16.3,25.4
"CDA30496",2004,6,200406,1264,0,11.1,20.5,29.9
"CDA30496",2004,7,200407,1264,0,13.9,23.8,33.7
"CDA30496",2004,8,200408,1264,0,13.2,23,32.8
"CDA30496",2004,9,200409,1264,0,11.3,20.9,30.4
"CDA30496",2004,10,200410,1264,76.18,6.4,14.1,21.8
"CDA30496",2004,11,200411,1264,7.44,1.8,7.6,13.4
"CDA30496",2004,12,200412,1264,117.75,0.8,6.9,13.1
"CDA30496",2005,1,200501,1264,214.75,1.7,6.7,11.7
"CDA30496",2005,2,200502,1264,136.7,1.9,6.5,11.1
"CDA30496",2005,3,200503,1264,58.77,2.8,8.5,14.3
"CDA30496",2005,4,200504,1264,22.76,2.4,10.6,18.8
"CDA30496",2005,5,200505,1264,13.53,7.4,15.7,24
"CDA30496",2005,6,200506,1264,0,8.4,17.6,26.8
"CDA30496",2005,7,200507,1264,0,16.3,25.9,35.5
"CDA30496",2005,8,200508,1264,0,14.6,24.2,33.8
"CDA30496",2005,9,200509,1264,1.21,8.4,18.1,27.7
"CDA30496",2005,10,200510,1264,24.96,7,15.1,23.2
"CDA30496",2005,11,200511,1264,27.58,5.6,12,18.4
"CDA30496",2005,12,200512,1264,22.13,2.9,8.8,14.7
"CDA30496",2006,1,200601,1264,114.63,0.7,6.6,12.5
"CDA30496",2006,2,200602,1264,44.17,1.9,8.4,15
"CDA30496",2006,3,200603,1264,59.27,-1.1,4,9.1
"CDA30496",2006,4,200604,1264,138.06,2.2,9.3,16.4
"CDA30496",2006,5,200605,1264,23.79,8.3,17.3,26.2
"CDA30496",2006,6,200606,1264,0,14.3,22.7,31.1
"CDA30496",2006,7,200607,1264,1.12,17.3,26.5,35.6
"CDA30496",2006,8,200608,1264,0.07,12.3,22.4,32.5
"CDA30496",2006,9,200609,1264,0,12.3,21.2,30
"CDA30496",2006,10,200610,1264,8.66,6.4,14.3,22.2
"CDA30496",2006,11,200611,1264,7.54,4.7,11.2,17.7
"CDA30496",2006,12,200612,1264,28.77,0.3,7.1,13.9
"CDA30496",2007,1,200701,1264,7.77,-1.6,4.6,10.8
"CDA30496",2007,2,200702,1264,61.35,0.9,6.8,12.8
"CDA30496",2007,3,200703,1264,5.72,3.9,10.8,17.8
"CDA30496",2007,4,200704,1264,14.51,4.4,12.6,20.9
"CDA30496",2007,5,200705,1264,0,8.1,17.4,26.6
"CDA30496",2007,6,200706,1264,0,11.7,21.1,30.5
"CDA30496",2007,7,200707,1264,0,14.8,24,33.2
"CDA30496",2007,8,200708,1264,0.59,14.9,24,33.1
"CDA30496",2007,9,200709,1264,6.62,9.3,18.5,27.6
"CDA30496",2007,10,200710,1264,7.18,6.3,14.5,22.7
"CDA30496",2007,11,200711,1264,2.26,4.7,11.9,19.1
"CDA30496",2007,12,200712,1264,49.97,-1.1,4.7,10.6
"CDA30496",2008,1,200801,1264,289.91,-0.2,4.7,9.6
"CDA30496",2008,2,200802,1264,72.64,0.4,6.5,12.5
"CDA30496",2008,3,200803,1264,2.12,2.9,9.4,16
"CDA30496",2008,4,200804,1264,2.01,3.3,12,20.7
"CDA30496",2008,5,200805,1264,8.13,6.9,15.6,24.3
"CDA30496",2008,6,200806,1264,0,12.5,21.7,30.9
"CDA30496",2008,7,200807,1264,0,15.7,24.7,33.8
"CDA30496",2008,8,200808,1264,0,15.7,25.1,34.5
"CDA30496",2008,9,200809,1264,0,12.5,21.9,31.2
"CDA30496",2008,10,200810,1264,6.07,9,17.1,25.2
"CDA30496",2008,11,200811,1264,84.81,5.6,11.7,17.7
"CDA30496",2008,12,200812,1264,69.96,0,5.8,11.6
"CDA30496",2009,1,200901,1264,18.01,3.5,9.2,15
"CDA30496",2009,2,200902,1264,121.41,0.1,5.4,10.8
"CDA30496",2009,3,200903,1264,29.66,1.3,7.7,14
"CDA30496",2009,4,200904,1264,7.42,2.5,11.2,20
"CDA30496",2009,5,200905,1264,6.3,9.8,18.9,28.1
"CDA30496",2009,6,200906,1264,0.34,8.9,18.1,27.3
"CDA30496",2009,7,200907,1264,0,16.9,25.8,34.8
"CDA30496",2009,8,200908,1264,2.45,13.6,23,32.3
"CDA30496",2009,9,200909,1264,0.04,13.6,22.7,31.8
"CDA30496",2009,10,200910,1264,83.84,5.6,13.7,21.8
"CDA30496",2009,11,200911,1264,1.69,2.3,9.6,16.9
"CDA30496",2009,12,200912,1264,61.65,-0.2,5.7,11.6
"CDA30496",2010,1,201001,1264,136.53,1.7,7.2,12.8
"CDA30496",2010,2,201002,1264,79.69,1,5.9,10.9
"CDA30496",2010,3,201003,1264,7.3,1.7,8.1,14.4
"CDA30496",2010,4,201004,1264,64.4,1.6,9.2,16.8
"CDA30496",2010,5,201005,1264,2.16,4.5,12.9,21.3
"CDA30496",2010,6,201006,1264,0,10.7,20,29.4
"CDA30496",2010,7,201007,1264,0.88,14.4,23.8,33.2
"CDA30496",2010,8,201008,1264,0,13.6,23,32.3
"CDA30496",2010,9,201009,1264,0,10.9,20.1,29.4
"CDA30496",2010,10,201010,1264,60.15,7.6,14.7,21.9
"CDA30496",2010,11,201011,1264,23.23,2.8,8.7,14.6
"CDA30496",2010,12,201012,1264,233.17,2.2,7.4,12.6
"JEPS100507",1996,1,199601,331,46.28,3.6,9.3,15.1
"JEPS100507",1996,2,199602,331,118.82,7.1,12.2,17.2
"JEPS100507",1996,3,199603,331,44.63,6.6,13.3,19.9
"JEPS100507",1996,4,199604,331,16.52,8.5,16.3,24.2
"JEPS100507",1996,5,199605,331,8.86,12.3,20.1,27.9
"JEPS100507",1996,6,199606,331,1.01,14.9,23.7,32.6
"JEPS100507",1996,7,199607,331,0,18.4,27.6,36.8
"JEPS100507",1996,8,199608,331,0,17.8,27,36.2
"JEPS100507",1996,9,199609,331,0,13,22.3,31.6
"JEPS100507",1996,10,199610,331,52.48,10,17.7,25.5
"JEPS100507",1996,11,199611,331,40.27,7.7,13.3,18.9
"JEPS100507",1996,12,199612,331,100.62,5.8,10.7,15.6
"JEPS100507",1997,1,199701,331,87.4,6.8,11.5,16.1
"JEPS100507",1997,2,199702,331,4.06,4.3,10.5,16.6
"JEPS100507",1997,3,199703,331,8.41,8.3,15.8,23.4
"JEPS100507",1997,4,199704,331,2.32,8.5,15.9,23.2
"JEPS100507",1997,5,199705,331,2.44,10.6,17.9,25.3
"JEPS100507",1997,6,199706,331,3.2,9.3,17.1,25
"JEPS100507",1997,7,199707,331,0,13.6,22.1,30.6
"JEPS100507",1997,8,199708,331,0.36,15.8,24.9,33.9
"JEPS100507",1997,9,199709,331,0.2,15.3,23.8,32.3
"JEPS100507",1997,10,199710,331,3.87,9.6,17.7,25.8
"JEPS100507",1997,11,199711,331,71.66,7.9,13.8,19.7
"JEPS100507",1997,12,199712,331,64.42,2,7.4,12.8
"JEPS100507",1998,1,199801,331,52.1,4.4,9.8,15.1
"JEPS100507",1998,2,199802,331,281.03,5.1,9.6,14
"JEPS100507",1998,3,199803,331,73.48,6.1,11.9,17.7
"JEPS100507",1998,4,199804,331,37.48,6.8,13.3,19.8
"JEPS100507",1998,5,199805,331,49.81,8.6,14.7,20.8
"JEPS100507",1998,6,199806,331,11.91,12.3,20,27.7
"JEPS100507",1998,7,199807,331,0,16.2,25.6,35.1
"JEPS100507",1998,8,199808,331,0,16.8,26.3,35.8
"JEPS100507",1998,9,199809,331,4.11,14.7,22.8,31
"JEPS100507",1998,10,199810,331,8.03,8.3,16.3,24.2
"JEPS100507",1998,11,199811,331,28.71,5.1,11.4,17.6
"JEPS100507",1998,12,199812,331,21.57,0,6.8,13.6
"JEPS100507",1999,1,199901,331,39.23,1,7.4,13.8
"JEPS100507",1999,2,199902,331,76.43,2.8,8.8,14.7
"JEPS100507",1999,3,199903,331,34.87,3.8,10.2,16.5
"JEPS100507",1999,4,199904,331,35.43,5.9,12.9,19.8
"JEPS100507",1999,5,199905,331,1.14,9.4,17.8,26.3
"JEPS100507",1999,6,199906,331,0,13.1,21.9,30.7
"JEPS100507",1999,7,199907,331,0,14.9,24.1,33.4
"JEPS100507",1999,8,199908,331,0,14.9,23.6,32.4
"JEPS100507",1999,9,199909,331,0,14.3,23.3,32.2
"JEPS100507",1999,10,199910,331,0,11.5,20.1,28.7
"JEPS100507",1999,11,199911,331,12.07,6.1,13.3,20.5
"JEPS100507",1999,12,199912,331,2.21,1.6,9,16.4
"JEPS100507",2000,1,200001,331,51.71,4.4,10.1,15.8
"JEPS100507",2000,2,200002,331,152.35,5.7,10.8,16
"JEPS100507",2000,3,200003,331,28.62,5.3,11.9,18.4
"JEPS100507",2000,4,200004,331,26.25,8.2,16.2,24.2
"JEPS100507",2000,5,200005,331,0.35,11.9,19.8,27.7
"JEPS100507",2000,6,200006,331,14.15,15.3,24.3,33.4
"JEPS100507",2000,7,200007,331,0,14.4,23.8,33.2
"JEPS100507",2000,8,200008,331,0,15.9,25.4,34.9
"JEPS100507",2000,9,200009,331,0.77,13.9,22.3,30.6
"JEPS100507",2000,10,200010,331,52.01,9.6,17,24.4
"JEPS100507",2000,11,200011,331,3.8,3,9.6,16.1
"JEPS100507",2000,12,200012,331,5.2,2.6,9.1,15.5
"JEPS100507",2001,1,200101,331,39.84,-0.3,7.1,14.4
"JEPS100507",2001,2,200102,331,80.86,3.3,8.8,14.3
"JEPS100507",2001,3,200103,331,49.05,6.9,13.3,19.8
"JEPS100507",2001,4,200104,331,22.02,5.2,12.8,20.3
"JEPS100507",2001,5,200105,331,0,12.1,22,31.9
"JEPS100507",2001,6,200106,331,0,14.9,24.4,34
"JEPS100507",2001,7,200107,331,0,15.3,24.7,34.1
"JEPS100507",2001,8,200108,331,0,14.9,24.9,35
"JEPS100507",2001,9,200109,331,0.39,13.6,23,32.4
"JEPS100507",2001,10,200110,331,4.96,10.9,19.4,28
"JEPS100507",2001,11,200111,331,39.25,7.3,13.3,19.3
"JEPS100507",2001,12,200112,331,67.91,3.5,8.4,13.4
"JEPS100507",2002,1,200201,331,9.34,1.6,7.3,12.9
"JEPS100507",2002,2,200202,331,20.35,2.2,10,17.9
"JEPS100507",2002,3,200203,331,26.34,3.5,11.2,18.9
"JEPS100507",2002,4,200204,331,7.57,7,15.1,23.3
"JEPS100507",2002,5,200205,331,1.12,8.9,18.1,27.4
"JEPS100507",2002,6,200206,331,0,13.1,23.1,33.1
"JEPS100507",2002,7,200207,331,0,15.5,25.9,36.2
"JEPS100507",2002,8,200208,331,0,13.9,24.2,34.5
"JEPS100507",2002,9,200209,331,0,13.9,23.4,32.9
"JEPS100507",2002,10,200210,331,0,9.1,17.4,25.7
"JEPS100507",2002,11,200211,331,47.44,6.1,13,20
"JEPS100507",2002,12,200212,331,117.3,3.6,9.1,14.6
"JEPS100507",2003,1,200301,331,9.17,4.4,10.3,16.1
"JEPS100507",2003,2,200302,331,37.3,2.6,9.2,15.7
"JEPS100507",2003,3,200303,331,24.64,4.4,12.2,20
"JEPS100507",2003,4,200304,331,30.73,5.3,12,18.7
"JEPS100507",2003,5,200305,331,14.02,9.5,17.8,26.1
"JEPS100507",2003,6,200306,331,0,13,23.2,33.4
"JEPS100507",2003,7,200307,331,0,17.1,27.2,37.3
"JEPS100507",2003,8,200308,331,4.39,15.1,24.3,33.6
"JEPS100507",2003,9,200309,331,0,14.3,24.2,34.1
"JEPS100507",2003,10,200310,331,0.47,10.5,20.2,30
"JEPS100507",2003,11,200311,331,16.33,3.5,10.2,17
"JEPS100507",2003,12,200312,331,75.74,3.7,9.1,14.5
"JEPS100507",2004,1,200401,331,18.84,2.3,7.9,13.5
"JEPS100507",2004,2,200402,331,85.18,3.1,9,14.9
"JEPS100507",2004,3,200403,331,5.88,6.6,15.2,23.8
"JEPS100507",2004,4,200404,331,0.35,6.8,16,25.2
"JEPS100507",2004,5,200405,331,0.87,10.4,18.4,26.5
"JEPS100507",2004,6,200406,331,0,12.8,22.1,31.3
"JEPS100507",2004,7,200407,331,0,14.9,25,35.1
"JEPS100507",2004,8,200408,331,0,14.6,24.4,34.3
"JEPS100507",2004,9,200409,331,0.99,12.5,22.5,32.5
"JEPS100507",2004,10,200410,331,73.74,9.6,16.5,23.4
"JEPS100507",2004,11,200411,331,18.01,4.3,10.3,16.2
"JEPS100507",2004,12,200412,331,89.14,3.4,8.5,13.5
"JEPS100507",2005,1,200501,331,42.92,3.5,8.2,12.9
"JEPS100507",2005,2,200502,331,84.01,5.4,10.8,16.1
"JEPS100507",2005,3,200503,331,44.08,6.2,12.7,19.1
"JEPS100507",2005,4,200504,331,23.02,5.5,12.4,19.2
"JEPS100507",2005,5,200505,331,9.89,10.9,17.9,24.8
"JEPS100507",2005,6,200506,331,1.98,12.7,20.4,28
"JEPS100507",2005,7,200507,331,0,17.3,26.5,35.8
"JEPS100507",2005,8,200508,331,0,15.8,25.1,34.5
"JEPS100507",2005,9,200509,331,3.68,10.7,19.5,28.3
"JEPS100507",2005,10,200510,331,0.9,10.3,17.2,24.1
"JEPS100507",2005,11,200511,331,8.37,7.3,13.6,19.9
"JEPS100507",2005,12,200512,331,43.07,5.1,10.2,15.2
"JEPS100507",2006,1,200601,331,79,1.7,8.5,15.3
"JEPS100507",2006,2,200602,331,32.44,4.1,10.2,16.2
"JEPS100507",2006,3,200603,331,78.52,3.1,9,14.8
"JEPS100507",2006,4,200604,331,50.22,6.4,11.9,17.5
"JEPS100507",2006,5,200605,331,11.5,12.1,19.4,26.7
"JEPS100507",2006,6,200606,331,0,16.5,24.3,32.1
"JEPS100507",2006,7,200607,331,0.02,17.7,27,36.3
"JEPS100507",2006,8,200608,331,0,13.5,23.1,32.6
"JEPS100507",2006,9,200609,331,0,11.7,21,30.3
"JEPS100507",2006,10,200610,331,5.47,9.9,16.4,22.8
"JEPS100507",2006,11,200611,331,11.02,6,11.8,17.6
"JEPS100507",2006,12,200612,331,30.51,3.1,8.7,14.3
"JEPS100507",2007,1,200701,331,18.48,-2.3,6.1,14.6
"JEPS100507",2007,2,200702,331,41.18,4.1,9.5,14.9
"JEPS100507",2007,3,200703,331,6.52,6.8,13.5,20.3
"JEPS100507",2007,4,200704,331,10.74,7.6,14.8,22
"JEPS100507",2007,5,200705,331,0,9.9,19.6,29.4
"JEPS100507",2007,6,200706,331,0.11,12.7,23,33.2
"JEPS100507",2007,7,200707,331,0,14.9,25,35.1
"JEPS100507",2007,8,200708,331,0,15.6,25.5,35.4
"JEPS100507",2007,9,200709,331,10.43,12.5,21.2,29.9
"JEPS100507",2007,10,200710,331,12.14,9.6,16.1,22.6
"JEPS100507",2007,11,200711,331,7.23,4.8,13.1,21.3
"JEPS100507",2007,12,200712,331,24.38,1.8,7,12.1
"JEPS100507",2008,1,200801,331,95,2.2,7,11.9
"JEPS100507",2008,2,200802,331,50.21,3.6,8.8,14.1
"JEPS100507",2008,3,200803,331,2.98,3.7,12.1,20.4
"JEPS100507",2008,4,200804,331,2.5,4.7,13.9,23.1
"JEPS100507",2008,5,200805,331,5.43,11.5,18.5,25.4
"JEPS100507",2008,6,200806,331,0,12.6,22.1,31.6
